0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,cue,activity
21.005,21.852,32.017,30.662,50.084,33.44,31.313,37.303,16.247,18.844,25.848,31.32,38.605,30.105,28.497,31.478,15.9,17.735,19.985,33.414,27.561,24.804,22.907,22.333,19.94,21.96,21.291,26.367,22.943,23.985,20.363,21.398,23.202,23.777,23.515,25.286,23.362,23.976,21.701,23.442,30.845,31.805,30.899,31.712,31.161,31.092,29.426,31.47,32.269,32.762,32.489,33.291,33.536,32.868,31.585,33.427,32.21,27.618,23.08,22.281,23.533,31.051,32.778,44.788,36.641,30.95,25.618,22.242,27.59,30.788,1,1
17.209,20.884,26.313,26.053,47.249,33.981,32.729,34.48,13.697,13.277,14.382,23.197,29.484,21.417,19.865,21.754,14.701,15.721,15.733,25.531,19.214,15.737,15.816,16.824,16.796,19.132,17.732,21.048,18.968,17.307,15.586,17.986,22.178,23.389,22.229,23.505,23.22,22.805,20.714,23.065,28.442,29.058,28.639,29.703,29.009,28.77,27.602,29.495,29.99,30.512,30.196,31.021,31.17,30.698,29.628,31.155,29.862,19.634,17.41,18.069,22.638,28.84,30.546,40.885,26.39,21.758,17.763,19.75,24.533,25.572,1,1
19.261,23.069,24.623,25.211,44.877,32.151,31.341,34.21,15.551,13.714,14.455,20.07,25.75,17.521,15.933,19.646,16.885,15.675,16.045,21.822,15.496,14.885,14.68,13.61,18.45,19.589,18.678,20.333,20.443,18.713,17.05,19.024,20.23,21.044,19.95,23.181,20.428,20.251,18.633,19.749,27.371,27.86,27.442,28.29,27.293,27.423,26.326,27.523,27.467,28.126,27.532,28.27,28.219,28.019,26.955,28.128,29.343,17.83,16.137,19.035,20.433,27.441,27.839,39.878,23.484,19.586,17.809,19.237,23.855,23.942,0,1
17.786,15.046,19.715,22.677,40.275,23.059,22.609,31.205,12.728,12.166,13.472,21.021,28.796,19.211,17.841,22.507,17.12,16.437,15.782,21.943,16.179,16.413,14.446,13.717,19.084,19.943,18.819,20.37,19.538,18.885,17.856,18.64,21.19,21.28,20.695,21.845,19.738,20.232,18.511,20.063,27.138,27.739,27.188,27.996,26.801,27.012,25.849,27.69,26.883,26.92,26.913,27.617,27.414,27.157,26.41,27.663,24.046,18.468,16.505,19.142,20.444,27.177,27.122,33.508,25.444,19.65,17.044,17.788,22.785,21.807,0,1
23.895,21.338,26.557,29.331,46.646,31.021,29.015,35.281,18.136,16.605,18.539,21.756,31.88,22.782,22.479,24.365,12.62,14.478,14.478,21.913,18.162,18.545,16.846,16.312,17.055,17.366,17.233,21.892,18.608,17.559,16.576,17.594,21.007,20.601,20.686,22.993,21.039,20.541,18.652,20.744,26.326,26.731,26.363,27.455,27.204,26.739,25.249,27.331,25.229,25.796,25.278,25.808,25.906,25.86,24.271,26.192,30.385,22.068,16.669,17.985,20.783,26.675,25.543,39.602,27.976,20.966,18.034,18.059,22.917,20.129,0,1
36.991,37.096,41.762,39.244,57.582,44.351,44.293,42.831,29.22,28.658,33.085,30.188,41.059,34.105,34.642,30.098,19.898,19.372,21.963,24.78,24.554,21.144,21.669,17.335,16.551,15.977,17.046,22.063,19.263,18.674,16.312,17.685,18.529,18.686,18.424,19.738,18.984,18.264,17.24,18.547,26.062,26.468,26.093,26.953,24.994,25.9,24.408,25.934,25.695,26.036,25.591,26.358,25.372,25.574,24.389,25.892,43.019,32.632,21.34,17.946,18.551,25.852,25.613,52.085,37.285,25.922,21.451,17.383,21.94,20.311,0,1
37.431,37.517,41.174,36.949,53.354,42.525,43.143,39.27,26.969,26.693,32.081,27.952,38.077,30.671,31.604,24.216,18.589,17.959,20.899,22.116,24.886,21.966,21.182,14.551,16.253,16.732,16.457,18.38,19.052,18.337,15.869,16.446,15.089,16.036,15.903,17.085,18.696,17.44,15.905,17.409,23.749,23.681,23.911,24.597,23.286,23.921,22.593,23.65,23.792,24.087,23.845,24.641,23.743,23.953,22.831,23.697,41.42,29.783,20.268,17.191,16.695,23.673,23.824,49.369,34.03,24.286,19.141,16.412,20.222,20.033,0,1
29.448,28.739,33.097,31.907,47.166,37.697,37.944,33.865,19.335,17.748,23.541,22.311,29.403,20.962,22.415,14.856,15.534,14.368,15.073,21.809,17.298,15.407,14.111,12.244,17.793,18.235,16.794,20.534,17.53,19.219,14.774,16.617,17.076,17.963,16.825,19.446,16.658,17.157,15.426,17.063,23.501,23.999,23.488,24.088,23.451,23.905,22.851,23.522,22.856,23.474,22.866,23.621,23.749,23.657,22.122,23.099,34.983,21.321,15.73,17.687,17.202,23.601,23.181,43.306,26.484,19.822,18.366,15.238,19.079,20.134,0,1
29.645,27.445,34.097,32.499,46.099,32.255,32.748,30.239,19.251,17.461,23.277,21.763,28.213,19.461,20.891,14.399,13.809,13.195,14.313,20.962,17.335,15.153,14.691,12.575,14.635,14.793,14.407,16.375,14.693,15.275,13.328,14.155,15.866,16.423,16.12,17.663,18.231,17.405,15.967,17.225,22.953,23.411,22.995,23.591,23.845,23.532,22.946,23.493,20.989,21.305,21.07,21.549,22.788,22.012,21.106,22.016,33.128,20.589,15.254,14.708,16.862,23.345,21.604,38.805,25.263,18.526,14.645,13.979,18.522,18.46,0,1
22.849,20.304,26.991,26.833,38.232,25.237,26.01,27.835,13.396,13.051,15.946,19.716,22.152,13.696,14.409,17.11,11.937,12.978,11.943,19.816,15.379,13.925,12.587,13.277,13.404,13.435,12.918,14.959,14.546,14.322,12.898,13.278,17.938,18.304,18.197,18.961,19.777,20.138,18.01,18.687,22.244,22.511,22.381,23.516,24.056,23.119,22.475,23.348,22.992,23.398,23.038,23.861,23.491,23.707,22.78,23.179,26.786,16.184,13.98,13.72,18.751,22.956,23.306,31.602,21.378,16.343,13.452,14.904,18.444,18.75,0,1
17.102,14.476,17.861,18.057,28.561,16.798,16.131,27.485,11.797,11.292,11.556,17.272,17.273,10.534,10.095,18.039,11.859,10.788,8.824,19.435,11.808,11.928,11.264,12.184,16.874,16.265,15.958,18.014,16.598,16.683,15.251,16.637,17.499,17.596,17.686,18.66,18.178,18.536,16.852,18.216,21.267,21.739,21.354,22.749,22.345,21.643,21.052,21.821,20.946,21.152,21.22,22.071,23.019,22.21,21.29,22.487,19.559,13.482,12.261,16.535,17.903,21.746,21.799,24.671,18.439,15.334,14.029,12.946,17.637,17.177,2,0
