delta_LeftHand_comp1,delta_LeftHand_comp2,delta_RightHand_comp1,delta_RightHand_comp2,delta_Jaw_comp1,delta_Jaw_comp2,delta_LeftHandClench_comp1,delta_LeftHandClench_comp2,delta_RightHandClench_comp1,delta_RightHandClench_comp2,theta_LeftHand_comp1,theta_LeftHand_comp2,theta_RightHand_comp1,theta_RightHand_comp2,theta_Jaw_comp1,theta_Jaw_comp2,theta_LeftHandClench_comp1,theta_LeftHandClench_comp2,theta_RightHandClench_comp1,theta_RightHandClench_comp2,alpha_LeftHand_comp1,alpha_LeftHand_comp2,alpha_RightHand_comp1,alpha_RightHand_comp2,alpha_Jaw_comp1,alpha_Jaw_comp2,alpha_LeftHandClench_comp1,alpha_LeftHandClench_comp2,alpha_RightHandClench_comp1,alpha_RightHandClench_comp2,beta_low_LeftHand_comp1,beta_low_LeftHand_comp2,beta_low_RightHand_comp1,beta_low_RightHand_comp2,beta_low_Jaw_comp1,beta_low_Jaw_comp2,beta_low_LeftHandClench_comp1,beta_low_LeftHandClench_comp2,beta_low_RightHandClench_comp1,beta_low_RightHandClench_comp2,beta_mid_LeftHand_comp1,beta_mid_LeftHand_comp2,beta_mid_RightHand_comp1,beta_mid_RightHand_comp2,beta_mid_Jaw_comp1,beta_mid_Jaw_comp2,beta_mid_LeftHandClench_comp1,beta_mid_LeftHandClench_comp2,beta_mid_RightHandClench_comp1,beta_mid_RightHandClench_comp2,beta_high_LeftHand_comp1,beta_high_LeftHand_comp2,beta_high_RightHand_comp1,beta_high_RightHand_comp2,beta_high_Jaw_comp1,beta_high_Jaw_comp2,beta_high_LeftHandClench_comp1,beta_high_LeftHandClench_comp2,beta_high_RightHandClench_comp1,beta_high_RightHandClench_comp2,gamma_LeftHand_comp1,gamma_LeftHand_comp2,gamma_RightHand_comp1,gamma_RightHand_comp2,gamma_Jaw_comp1,gamma_Jaw_comp2,gamma_LeftHandClench_comp1,gamma_LeftHandClench_comp2,gamma_RightHandClench_comp1,gamma_RightHandClench_comp2,activity
-0.3781273383733794,0.12669263320525695,0.6388259753778057,-3.6597719410666274,-4.264214732337305,-0.20961468997697,-1.886076962125382,1.2756075900305577,-0.6009116565058126,-1.4932698910012703,-1.6950490985835835,-0.2839581279192771,0.7063951113789675,-1.0170438809978661,-2.9612102593353242,-0.21087825402672852,-5.926684017730559,0.985055965059892,-1.6448171401142904,-1.4075790442688159,-4.316940458640768,0.022610243431630605,0.9642202591324875,-2.632684169839906,-1.5575090190779093,-0.5009510587258847,-6.313263188088572,0.9256765804631617,-7.055329966931886,-1.7172157567183144,-6.302246918263037,-0.9720921738701555,-0.03705420094811651,-0.8062427166291092,-1.628815911404825,-0.21547672213672378,-3.502796149732655,0.5081423282555947,-1.5206636223977894,-0.5796183656975618,-2.936656531715269,-0.6907905526749559,1.1488363380120954,-2.6953411011031077,-1.2333181699859408,-1.1830602191019903,-9.465853656758908,0.49707034041388154,-2.1597190071421863,-3.0509261710404565,-2.528655405255813,-1.1456247854420274,-0.4548934177390867,-1.896861817886925,-5.355201016180055,-1.4006124332865,-5.054878671798242,0.056278993745251714,-1.4248989398905143,-2.162196947528262,-0.10631661024345361,-1.1893092502236018,-2.7624018592405397,0.13990416132113975,-3.5532495283812366,-0.027309402789346997,-4.238311483615085,0.30112010367811487,-5.716059076747251,-1.277937952583729,3
-1.111040835168213,0.5418199534902345,1.363531491634166,-1.102149729149502,-4.4842995340035445,0.2087955469670358,-3.3067310436693553,1.6596978764355728,-0.34022216850884995,-0.5076330837852109,-1.2447950829373862,0.49606048481183845,0.6709978155206666,-0.25755577072690833,-3.264727190971169,0.5388950997581459,-9.254068687918362,1.621643158067119,-1.034861476243757,-0.08776147088273459,-3.2251719515009896,0.3599661578239541,1.026428422845652,-1.4114656560163248,-2.6897510445118034,-0.27353084358843055,-6.746522981266014,1.1702632168909395,-7.035326294599067,-1.1534322722955925,-5.168701694830254,0.17277150606655117,1.0941252698225066,1.1889610294226063,-2.691160471928519,0.7738843366864773,-2.0251984736521305,1.5246248478344615,-1.2099537198551298,0.1397350657000948,-3.7652627271279107,-0.02471325652888477,1.2828645498484041,0.5507930564907942,-1.5209788820266086,0.22290462972177752,-2.333939509570014,1.2617911826624295,-1.1687805051449947,-0.26369141520130907,-3.2089898574015123,-1.3867650403161493,-0.413442201685591,-2.8609840013616683,-5.236224998988289,-1.4509544592146908,-3.4483477576838717,-0.04481926866526662,-1.5677878210737228,-3.8361397736930924,-1.2025938012833153,-1.838740524028621,-6.737491341668081,-0.827565264239594,-3.544298027579506,-0.7128814173829525,-14.85649209166475,-0.2843565797316213,-3.313138191751823,-1.9928650584638188,3
-2.7556856104793597,-1.223768496792038,1.1109738947800025,-0.08606789521320138,-9.180896508150967,-4.119875662827414,-0.835143755267032,-0.22034871186075372,-1.1300627123116374,-5.1831246978243755,-3.1556955613513864,-0.6652448079332054,0.2903735398607902,-4.2318681855964755,-2.0924493761908383,-0.786231725999504,-4.056330252026086,0.6062417024293494,-1.5877376322593448,-2.654210734450806,-4.271811893372403,-0.5102603306845448,1.001367575867338,-4.068399236066869,-2.2558981699183036,-1.4805912611856755,-5.230770858875867,0.1981925731036993,-3.417607131992123,-2.910761363877933,-4.930685878394805,-1.353642913538884,0.03575951726681258,-1.8224468801938294,-5.619998550594268,-3.585622914573779,-2.0387910158016873,-0.29421383028427095,-1.491199512287677,-3.2761293522676387,-2.3463856600117112,-0.1322234534718363,0.5233378706134566,-0.10792405357528663,-2.111703251531157,-4.489453373391358,-1.1058444049635887,0.8828379532984254,0.07439432994669892,-1.276706608385242,-1.2304814861335671,-1.2332053510834473,-4.28133478625763,-0.45421240137058866,-3.812462812101939,-3.09852795712851,-1.7656669150606903,-0.11305852364966426,-0.6038115993167931,-4.959247184584881,-1.3930931695063717,-1.8447974110300875,-4.630018093505105,-1.7613302264299535,-9.259973910140705,-1.1093657126800582,-5.568223314395167,-0.5326159367925987,-2.844460400102529,-1.3981814747280192,3
-4.0165575153067605,-4.017597325247957,-0.05322234231243054,0.7496179084176829,-6.112546839750679,-3.861951663458829,-0.517011043922842,-3.3220749440082136,-4.294122420441379,-1.371813349263289,-3.38865333411855,-2.3405971935331,-0.8197417834251387,-0.1316964855763487,-2.9768601401110337,-5.572524998765203,-1.862192410268886,-1.3941940200751715,-1.8836035349410387,-9.068102615647305,-6.095254267969103,-0.915638171039253,1.140988358052776,-0.4522152164535894,-4.032510571530481,-4.703750256240208,-1.2614693626275877,-0.37192380178185175,-5.101883460636996,-1.0692656019421227,-4.163093683749599,-1.9940587276884363,0.35331581593096195,-2.219111852787777,-4.516658264705502,-4.771213335821493,-2.4194125193121536,-0.750611552518543,-1.3217956765736467,-3.5580430072449167,-1.595932571768181,-0.6715548502775618,-1.4684471882603218,0.7687996221668122,-2.0326419779897678,-6.894511537066838,-0.9701427411979658,0.15726734900893052,-0.3710637054172028,-1.7871050938849755,-1.5662216765773003,-0.30043275883044984,-0.9127857723988382,0.06866491294645248,-4.051973532524358,-4.438698969895268,-1.1857026526754986,0.4889466641407518,-0.34626029831925204,-2.9844756342076924,-1.5974067272418524,-1.8685654931069464,-7.232525756895894,-6.081624476886023,-6.851373535359831,-1.8633773664163127,-5.928234970848731,-0.7535659890383687,-2.3992121582578187,-2.0947049383880105,3
-1.899301704885052,-3.5231534639210422,-6.110913851519277,1.017991009773213,-2.2135294664816696,-4.220328996078812,-0.13655652653519817,-3.030087545205872,-3.500805291515235,-0.5230919126546514,-2.365393923516799,-2.30081083584642,-2.7491038393081553,-0.49250225084373767,-3.787522319857318,-3.2247678630592516,-1.9375410822036405,-1.105623567822923,-1.9394670055940384,-7.97872791903323,-3.6319193793388984,-2.5682125797910453,0.9956798934250483,-1.471501491044569,-3.5434477230408636,-4.9866924863135,-1.7681287812464395,-1.6970523779819997,-2.604090601376543,-0.5447829282503641,-2.7781495014433504,-8.590963462103357,-2.8650823206749427,-1.7847462036554247,-8.17819944002784,-1.6332555753683944,-4.582224673746888,-3.4284129615521364,-5.797835777694942,-1.2808861811354524,-3.1335375459795687,-3.5750450909578335,-4.713457368906804,-1.794235299658796,-4.797222054671591,-3.618457277445186,-3.7290322806533043,-2.5250200398414786,-3.064631257922958,-2.7787222394231548,-1.0545712499108053,-1.045959184716498,-7.921665484937799,-0.21212212645718642,-4.52224516075964,-3.4694826991238847,-1.6227232331150458,-0.1043429019466498,-0.71224219689631,-4.711795221263312,-0.8483982403318627,-2.52792629079294,-2.0024154081172876,-2.2918912281823736,-7.338047939135555,-1.261337549567872,-5.9787702564939735,-0.9918262006410911,-3.8079405051503135,-1.691668384445744,3
-1.7953118653860844,-1.6084092932288767,-2.8902095680974855,0.3417250364390522,-1.085637429972352,-5.704003961781241,-0.20527383148677036,-1.5644152087651706,-1.6938852240779787,-0.33634034645460326,-5.645543439930544,-1.5759867030858272,0.4562235830427272,-1.658809376509412,-5.270928693033055,-4.17247308434789,-1.8371431865593533,-0.396867905760535,-1.4517211259221372,-2.628737663582114,-3.3601580698496862,-0.7179957235167255,0.9867377727324138,-1.991481633880347,-3.8552991104915124,-4.629571503386983,-1.7779212153298873,0.06949394796590129,-6.697093639865937,-1.2228572173571925,-8.009242762456235,-1.3077160190401549,0.21876826479461636,-1.3065727259271727,-3.6729281351847938,-8.259426698313815,-2.6097778300646257,-0.7480547606119257,-2.4553380740646524,-7.179336129696444,-10.266977171494778,-2.472104649815772,-1.073785521419572,-2.000176476269176,-3.111769520726589,-3.2980745374273766,-3.837040574015634,-1.2045309589759934,-1.1404057339884095,-2.3831349058088924,-1.3369238052798564,-1.7342128612915002,-4.249003805254293,-0.5532516364759088,-5.335488480875319,-4.553116887742343,-2.169354867777789,-0.9127852418245808,-1.319283996324254,-4.544185291539815,-0.6898270559562587,-2.5653763464296233,-1.4014742096316533,-3.2153608480704627,-8.197741535938363,-1.5045487033730567,-7.602430969406943,-1.0998490595334471,-2.6238216292459224,-1.5278778846751264,3
-2.6472669439822805,-1.7170410913182612,-3.7962360686981294,-0.197574717405878,-1.3474273694725618,-4.203680923398982,-0.5788577427118329,-1.7621678700278898,-1.77786924366911,-0.8003461508061446,-5.509261030751624,-2.977610806903995,0.1820061278848891,0.9790290244148928,-1.4247097642158095,-3.300918848593728,-1.0634316800609587,-2.7008798914856205,-5.353379262768598,-1.8777883570197362,-2.7552181241481226,-1.9438392064302124,1.136818392228711,-1.5920897912860992,-4.071080722511188,-7.0059688549249675,-1.7412441108231138,-1.1218835905676532,-4.348774300282564,-0.9246363326753726,-3.354642396034719,-2.922084471451093,-0.5096119904659762,-4.520128984797681,-3.0255657891016807,-6.723729933467798,-2.6215119172928234,-2.122551223888086,-4.645297073017021,-2.667885507516611,-4.93881284171064,-2.234460627181263,-0.0976214346689272,-1.1049177201102554,-4.183426711430461,-7.394515359945209,-1.9740284960239827,-1.1956146702461976,-2.385254482826665,-1.6740544880853105,-2.119440754985735,-2.107019548889504,-2.723533814018724,-0.058152198433779674,-4.69064615636889,-7.608541680217509,-1.5886494046632085,-1.1987814370998857,-1.364144287446163,-2.937960202469958,-1.3066674094197466,-3.1458110708716194,-2.795578463580622,-3.17925640448898,-8.37111247525471,-1.7348407006892628,-7.699179689529254,-1.5236019122468474,-3.6677824434988815,-1.924370679158131,3
-4.2291421676721495,-2.347380023041643,-3.730653624367876,-1.8446981802308557,-2.079033946498258,-1.6673222762291995,-1.2796695532338194,-3.771551237570859,-1.513442118647285,-1.7115202904324223,-3.8856085121899624,-1.5190955006053968,-0.8143734367761115,-5.955837432943386,-2.024052730268342,-1.1401200248816692,-4.042470595856685,-0.06336386519056028,-2.653145489665709,-4.271182910214834,-3.458145568081808,-0.8663292464791521,1.6475269790851212,-0.6252505775811227,-2.7609950259769724,-4.306625570589453,-1.1867801368195456,-0.18861373999223938,-7.71657405059503,-0.36008250619751536,-3.6456695061865805,-4.052262419145894,-1.094146234053084,-1.3266414752331033,-3.930719295335868,-3.2313520236804854,-2.219363232067626,-2.763741114988661,-2.7355422531566624,-1.7230989606201845,-6.438460506396266,-5.973546012645717,-0.13939046924190687,-0.48214040106010947,-6.242503022120259,-2.309148618826536,-1.3011946921740403,-4.5982036701089015,-7.829324756696207,-0.18725520764781928,-1.5744445672382785,-3.9124494013442925,-2.389799020978748,-3.9842126592741907,-6.910559697786496,-2.4582617885090015,-4.178970379097139,-2.142666891898016,-3.2384267301132814,-3.2655812027965676,-0.594451690451723,-1.592589302724078,-2.9293313448697207,-2.9254744247688644,-6.38954378991594,-1.2696639119327213,-9.743832358923326,-0.3627403034107277,-2.316264333530611,-1.5715745085253952,3
-2.2541554614223345,-2.917811958401784,-3.2452956364054963,-0.17348034505370272,-2.0474487702103437,-2.976704541406837,-0.6418792562160226,-4.452201074568355,-2.408062944829956,-0.8346612228504819,-4.034732027395619,-2.986477032352788,0.0002789707904121649,-2.5723265111734057,-6.55502099165098,-1.7863944424921612,-4.140007477640366,-1.0508851783602782,-4.321047941925033,-8.690201851491738,-1.9553675450093286,-1.5984299892739429,1.4755499421005611,-2.3969373867358175,-4.818506417471604,-8.29143015747516,-1.8349081731335943,-1.0231963218837241,-2.100282224292129,-0.840879097760625,-2.2977553724163515,-4.546115988070664,-0.4324146862165255,-4.872787391109189,-2.7226801463846897,-4.875544163266699,-2.7507861262209428,-3.6541103540186115,-2.460734011372751,-1.8488017976083073,-3.7545768362847736,-3.136558560644098,0.17391805199536187,-2.386281432407517,-5.54550621879477,-5.090395716457626,-2.236252776338283,-2.4190277430337206,-5.614294465200393,-1.428726214391774,-4.2699709065200295,-5.864806208575539,-2.810771358689395,-4.439040586330919,-4.134149054637335,-4.508636804326055,-2.9732247288297593,-4.6735881067766165,-5.853784195462564,-2.763792200479233,-2.142425989438863,-3.198137032976145,-3.2222941432085257,-5.832226164265909,-4.974932284625785,-3.0935312388647977,-4.204114527027963,-1.7268500114372105,-3.3744543846160737,-6.901829667091185,3
-1.2258474099607006,-1.2413380902995463,-1.8741547747619516,0.9984300568119087,-1.050840173189991,-2.9263909411994806,0.06282428423350951,-0.6651483118643229,-1.262250281601999,0.19734606407761196,-4.691674609641043,-5.339982755767049,-1.972975321988262,-4.550070934222696,-4.090637450574125,-2.5701804091305256,-2.8025362001459646,-2.691694054990611,-9.365198085738383,-5.806520280260293,-8.918827690720612,-2.56686590242533,0.3357470685203735,-5.513434528209557,-11.964171346752938,-3.0266956571164707,-3.273427777864325,-1.6470649216390143,-2.097344022214762,-3.3340486507272438,-6.059721005610421,-3.6231155798644523,-0.4401041075766226,-6.6252888996652874,-3.9586215902731485,-5.257517549636832,-3.2082118837517455,-2.4431255704874397,-4.513891943772474,-4.576357328076055,-5.336401770266882,-5.055593162037247,-1.6514710754538997,-3.369747658307,-4.074617135683553,-8.46081784565274,-3.814193829952944,-8.689578469840592,-3.6595075233781373,-9.336959311972441,-2.5558304692864753,-2.574572343759651,-4.049786328320553,-0.9772366022793734,-12.806613761222149,-5.082901902380824,-2.226346623992523,-1.5970615168258355,-2.1014257396162446,-4.803736316518174,-3.235165580275572,-6.275577007316822,-8.40745587385682,-1.7783648214481296,-4.040682048620974,-2.224526599111324,-6.635844622597348,-2.7324397625711527,-3.5752599064721116,-2.5704026444916686,3
